news,name
"Dec 1 (Reuters) - India's top carmakers reported robust sales growth to dealers in November on Monday, boosted by an earlier tax reduction that lowered vehicle prices and spurred demand.",Tata Motors Passenger Vehicles Ltd.
"By Meenakshi Maidas and Urvi Dugar BENGALURU (Reuters) - India's Mahindra launched a seven-seater electric SUV on Thursday with a starting price of around 2 million rupees ($22,409), as it eyes a",Tata Motors Passenger Vehicles Ltd.
(Fixes Tata Motors Reuters Instrument Code in paragraph 1) By Aditi Shah NEW DELHI (Reuters) -India's Tata Motors is betting its newly launched sport-utility vehicle will help step up competition to,Tata Motors Passenger Vehicles Ltd.
"Free cash flow was negative Rs83bn, driven by lower volumes resulting from the cyber-attack.",Tata Motors Passenger Vehicles Ltd.
"(Reuters) -Shares of India's Tata Motors Passenger Vehicles fell as much as 7.2% on Monday to a seven-month low, as the carmaker cut its fiscal 2026 margin goal for Jaguar Land Rover after a",Tata Motors Passenger Vehicles Ltd.
"Despite a cyber incident impacting production, Tata Motors Passenger Vehicles Ltd (BOM:500570) reports robust domestic performance and significant strides in EV penetration.",Tata Motors Passenger Vehicles Ltd.
He told Parliament’s Business and Trade Committee that the sector is at threat due to fears of further cheap Chinese imports.,Tata Steel Ltd.
"Indian Metals & Ferro Alloys Ltd (BOM:533047) reports significant gains in EBITDA and PAT, bolstered by strategic acquisitions and robust production figures.",Tata Steel Ltd.
"By Neha Arora and Aditya Kalra NEW DELHI, Jan 23 (Reuters) - Four major Indian steelmakers - Tata Steel, JSW Steel and state-run SAIL and RINL - disclosed their pricing plans to rivals and coordinated",Tata Steel Ltd.
"Jan 7 (Reuters) - Tata Steel on Wednesday posted its highest-ever quarterly crude steel production in India during the third quarter, helped by increased output at its Jamshedpur and Kalinganagar",Tata Steel Ltd.
"By Aditya Kalra and Neha Arora NEW DELHI, Jan 6 (Reuters) - India's competition watchdog has found market leaders Tata Steel, JSW Steel, state-run SAIL and 25 other firms breached antitrust law by",Tata Steel Ltd.
By Vivek Kumar M Dec 31 (Reuters) - Shares of major Indian steel companies climbed between 2% and 5% on Wednesday after the country imposed a three-year import tariff on select products to curb cheap,Tata Steel Ltd.
"Tata Steel Ltd (STU:HWHG) reports robust revenue and EBITDA growth, driven by cost transformation and strong domestic performance, despite widening losses in the UK market.",Tata Steel Ltd.
"By Neha Arora and Sethuraman N R NEW DELHI (Reuters) -India's Tata Steel hopes the government will extend import tariffs on some steel products to guard against the threat of imports, particularly",Tata Steel Ltd.
"(Reuters) -Tata Steel, India's second-largest maker of the alloy by market cap, reported a nearly four-fold rise in quarterly profit on Wednesday, as robust demand in its key markets and lower tax",Tata Steel Ltd.
"“Unless the charging infrastructure keeps up, it will be difficult for the EV industry to sustain growth,” said Tata Elxsi CEO Manoj Raghavan.View on euronews",Tata Steel Ltd.
The agreement would see Tech Mahindra take on Orange Business’s global support operations outside France to boost efficiency.,Tech Mahindra Ltd.
"FICO (NYSE:FICO) reports wider adoption of its FICO Score 10T credit scoring model among community lenders. The company also announces a global partnership with Tech Mahindra to create a Centre of Excellence for the FICO Platform. The partnership focuses on AI powered decisioning and digital transformation for financial institutions across multiple sectors. For you as an investor, this relates directly to Fair Isaac's core business in analytics driven credit scoring and decision software...",Tech Mahindra Ltd.
"Under the agreement, Tech Mahindra will set up a dedicated Centre of Excellence (CoE) focused on the FICO Platform.",Tech Mahindra Ltd.
"Tech Mahindra Ltd (BOM:532755) reports robust financial performance with significant deal wins and improved operating margins, despite challenges in certain segments.",Tech Mahindra Ltd.
"Indian software services provider Tech Mahindra reported bigger-than-expected third-quarter revenue ​on Friday, aided by growth in its ‌communications and manufacturing segments. Revenue at India's fifth-largest IT firm ‌rose 8.3% to 143.93 billion rupees ($1.58 billion) in the three months ended December 31. Analysts, on average, expected revenue of 141.58 billion rupees, according ⁠to data compiled ‌by LSEG.",Tech Mahindra Ltd.
"BENGALURU, Jan 16 (Reuters) - Indian software services provider Tech Mahindra reported larger-than-expected third-quarter revenue on Friday, aided by a pickup in the banking and manufacturing segments",Tech Mahindra Ltd.
"Tech Mahindra's stock price target has been revised upward, with the fair value estimate rising from ₹1,568.60 to ₹1,577.74. This increase follows analysts' consideration of both improved business fundamentals and a dynamic, mixed outlook for the company. Read on to learn what is influencing these updates and how you can keep track of the evolving narrative surrounding Tech Mahindra's valuation. Analyst Price Targets don't always capture the full story. Head over to our Company Report to find...",Tech Mahindra Ltd.
"Tech Mahindra's consensus analyst price target has seen a marginal decrease, moving from ₹1,570.83 to ₹1,568.60. This subtle adjustment reflects both the company’s operational strengths and the caution present in today's market outlook. Read on to find out how you can keep up with the evolving story behind Tech Mahindra’s stock and what these shifts could mean for future updates. Stay updated as the Fair Value for Tech Mahindra shifts by adding it to your watchlist or portfolio...",Tech Mahindra Ltd.
"Route Mobile Ltd (BOM:543228) reports a 6.5% revenue increase and strategic partnerships, despite facing profitability pressures from exceptional items.",Tech Mahindra Ltd.
"Mahindra & Mahindra Ltd (MAHMF) reports robust revenue and profit growth, with significant gains in farm and auto sectors despite GST-related challenges.",Tech Mahindra Ltd.
"Titan Co Ltd (BOM:500114) navigates rising gold prices with strategic acquisitions and innovative product offerings, while addressing market volatility and consumer behavior shifts.",Titan Company Ltd.
"By Vivek Kumar M Jan 7 (Reuters) - Shares of Indian jewellery retailers surged after companies reported strong sales growth for the December quarter, driven by robust festive-season demand even as",Titan Company Ltd.
"Jan 6 (Reuters) - India's Titan Company on Tuesday posted a 40% jump in overall sales for the third quarter, driven by a higher average selling price for its gold jewellery and festive season demand.",Titan Company Ltd.
Titan Co Ltd (BOM:500114) reports robust growth across segments despite challenges from high gold prices and competitive pressures.,Titan Company Ltd.
By Bharath Rajeswaran and Vivek Kumar M (Reuters) -India's equity benchmarks slipped on Tuesday as profit booking led by IT stocks outweighed earnings-driven gains in Bharti Airtel and Titan Company.,Titan Company Ltd.
"(Reuters) -India's Titan Company reported an 18% rise in domestic sales in the second quarter on Tuesday, slower than the 25% it registered during the same period last year, as soaring gold prices",Titan Company Ltd.
"Feb 4 (Reuters) - Trent reported a nearly 3% rise in quarterly profit on Wednesday, as the apparel retailer benefited from a tax-cut-led sales boost while expanding its footprint.",Trent Ltd.
"(In Jan. 5 story, corrects first paragraph to say standalone revenue growth was flat, not higher sequentially. Also corrects headline accordingly.)",Trent Ltd.
"By Praveen Paramasivam and Hritam Mukherjee Jan 6 (Reuters) - Shares of India's Trent fell as much as 8.3% on Tuesday, a day after the apparel retailer reported quarterly revenue growth that missed",Trent Ltd.
"(Reuters) -Page Industries, which licenses Jockey and Speedo brands in India, reported a marginal decline in quarterly profit on Thursday as consumers reined in spending, in part due to slow income",Trent Ltd.
"(Reuters) -Indian clothing retailer Trent reported a 11% rise in quarterly profit on Friday led by an influx of sales from new stores, and said it is trimming its stake in its Zara joint venture.",Trent Ltd.
"(Reuters) -Indian retailer Arvind Fashions posted a 26.5% rise in second-quarter profit on Monday, aided by steady demand for premium clothing brands and an early local festive season this year.",Trent Ltd.
"(Reuters) -Indian clothing retailer Trent's second-quarter standalone revenue rose by 17%, the company said on Monday, marking its slowest rise since the March 2021 quarter and well short of its near-",Trent Ltd.
The retailer plans to transition existing StyleUp stores into OWND! outlets and aims to expand its network to 100 stores by the end of the current financial year.,Trent Ltd.
"(Reuters) -Indian retailer Aditya Birla Fashion and Retail launched affordable fashion brand ""OWND!"" on Tuesday, aimed at capturing Gen Z shoppers in a move that pitches it against Trent's fast-growing budget apparel chain Zudio.  The push pits Aditya Birla Fashion's ""OWND!"" brand directly against Zudio, which has yielded a compounded annual revenue growth rate of more than 35% in the past five years for Trent.  Sangeeta Tanwani, chief executive at Aditya Birla Group's Pantaloons, told Reuters in an interview that the products under the brand would largely be sold at prices below 1,200 rupees ($13.63) and the company was looking to open about 400 outlets in the next three to five years.",Trent Ltd.
"(Reuters) -Domino's India operator Jubilant Foodworks beat first-quarter profit estimates by a wide margin on Wednesday as lower-priced menu items and free deliveries bolstered demand even as other fast-food franchisees struggled.  The company reported profit of 917.6 million rupees ($10.49 million) for the quarter ended June 30, compared to a year ago profit of 558 million rupees.  Analysts on average were expecting a profit of 645.6 million rupees, according to data compiled by LSEG.",Trent Ltd.
"Shree Cement Ltd (BOM:500387) narrows price gap, boosts renewable energy, and plans significant RMC expansion while navigating industry hurdles.",UltraTech Cement Ltd.
"Jan 27 (Reuters) - India's equity benchmarks opened lower on Tuesday, led by auto stocks after reports that a trade deal with the European Union could slash tariffs on car imports, while investors",UltraTech Cement Ltd.
UltraTech Cement Ltd (BOM:532538) navigates strong demand and cost pressures with strategic expansions and efficiency improvements.,UltraTech Cement Ltd.
"Jan 23 (Reuters) - India Cements posted a smaller third-quarter loss on Friday compared to a year earlier, helped by a 25% jump in sales volumes as parent UltraTech Cement ramps up capacity to meet an",UltraTech Cement Ltd.
"Container Corporation of India Ltd (BOM:531344) reports record throughput and strategic partnerships, while addressing market share and supply chain challenges.",UltraTech Cement Ltd.
"(Reuters) -India's Grasim Industries reported a rise in second-quarter profit on Wednesday, on the back of higher demand for its chemicals products.",UltraTech Cement Ltd.
"(Corrects to add dropped word 'volume' in paragraph 3) (Reuters) -Indian cement producer ACC reported a second-quarter profit jump on Friday, as prices rebounded on-year and volumes came in higher",UltraTech Cement Ltd.
"India, the world's second-largest cement producer, is riding a robust sector outlook, with the government's infrastructure and housing push expected to power demand growth through the decade, while prices rebound from multi-year lows hit last fiscal year.  JSW Cement, with its seven plants in southern, eastern and western India, is a relatively smaller player in an industry dominated by companies such as Aditya Birla-owned UltraTech Cement and Gautam Adani-backed Ambuja Cement.  Ventura Securities said JSW Cement's capacity ramp-up will expand its reach and boost profits, while its ties to the JSW Group offer brand strength and easy access to raw materials like slag and power via group companies in steel, energy and marine infrastructure.",UltraTech Cement Ltd.
"(Reuters) -UltraTech Cement, India's largest cement maker by capacity, posted first-quarter earnings above market expectations on Monday, boosted by higher prices of the construction material.  Consolidated net profit, including gains from its India Cements deal in 2024, was 22.26 billion rupees ($258.11 million) - above the 21.56 billion rupees estimated by analysts, on average, according to data compiled by LSEG.  Cement prices rose about 2% on-year on average in the quarter, according to brokerage Ambit Capital, extending the steady recovery so far this year after last year's slump.",UltraTech Cement Ltd.
"UltraTech Cement Ltd (BOM:532538) reports robust operational performance and ambitious expansion plans, despite facing short-term market and cost pressures.",UltraTech Cement Ltd.
"Wipro Ltd. (NYSE:WIT) is one of the 10 Stocks Investors Are Watching. Wipro saw its share prices jump by 10.39 percent on Tuesday to close at $2.55 apiece, as investor sentiment was fueled by its sister firm’s planned foray into the semiconductor business, coupled with bargain-hunting activities after falling to a 52-week low last week. […]",Wipro Ltd.
"Asian equities traded in the US as American depositary receipts were higher Tuesday morning, rising",Wipro Ltd.
"VRT jumps 9.3% on news that it will join the S&P 500 on March 23, a move expected to drive demand from index funds and spotlight its role in data-center infrastructure.",Wipro Ltd.
"​Wipro Limited (NYSE:WIT) is one of the Best Value Penny Stocks to Buy Now. Wall Street has maintained a cautious stance on Wipro Limited (NYSE:WIT) since the company’s fiscal Q3 2026 earnings. The company missed revenue estimates during the quarter. ​Recently, on February 24, Akshat Agarwal from Jefferies maintained a Sell rating on Wipro Limited […]",Wipro Ltd.
"Asian equities traded in the US as American depositary receipts were sharply lower Friday morning, d",Wipro Ltd.
Asian equities traded in the US as American depositary receipts fell Thursday morning with the S&P A,Wipro Ltd.
"(Corrects to ""executive"" from ""CTO"" in headline, adds designation in paragraph 3) By Haripriya Suresh BENGALURU, Feb 23 (Reuters) - India's Wipro expects rapid AI adoption to boost rather than shrink",Wipro Ltd.
"Wipro Ltd (NYSE:WIT) is one of Goldman Sachs’ top penny stock picks. On January 28, Wipro Ltd (NYSE:WIT) entered into a strategic collaboration with Factory.ai, an agent-native software development platform. The two are joining forces to help enterprises operationalize agent-native development across engineering organizations. Factory.ai has carved a niche by enabling engineering teams to delegate […]",Wipro Ltd.
"Asian equities traded in the US as American depositary receipts were sharply higher Tuesday morning,",Wipro Ltd.
Asian equities traded in the US as American depositary receipts were trending lower Thursday morning,Wipro Ltd.
